,0
0,311.02591075591073
1,435.3163219188219
2,876.8403914603914
3,971.9489393939392
4,1130.1261441798938
5,2656.362368002368
6,1129.968164983165
7,2641.844464886965
8,258.0530327080327
9,860.9074290524289
10,569.2081462056462
11,1152.3109601972105
12,291.9319988344988
13,364.26985014985
14,860.9074290524289
15,323.5182391682391
16,477.8742352092351
17,535.9910828523329
18,978.3288415288415
19,1799.701964886965
20,323.831194083694
21,289.03688394938393
22,7232.711489621489
23,393.89638981388975
24,2108.504598364598
25,514.6089345839346
26,744.5445406445408
27,537.2415169090169
28,523.767183002183
29,769.8041931216933
30,380.8422356347357
31,1034.10610986236
32,466.40359150109157
33,320.34598651348654
34,334.8885360935362
35,615.8117721167721
36,432.22599049099045
37,2040.5481721981719
38,912.0556373256373
39,813.4013973063974
40,280.2625870425871
41,904.6681385281386
42,435.3163219188219
43,1432.7344074444075
44,502.1294682632182
45,1118.189003126503
46,517.5301533651534
47,615.8117721167721
48,729.5394372294373
49,358.8042256817256
50,1129.968164983165
51,325.14761007511004
52,722.3243386243386
53,474.6828305515148
54,1031.765042827543
55,7318.222248677249
56,578.9132972582973
57,407.86881387131376
58,3831.9049434824437
59,1031.765042827543
60,1004.0112178562179
61,302.0142885817886
62,865.6918109668111
63,294.954012006512
64,952.2366999666998
65,971.9489393939392
66,435.3163219188219
67,474.6828305515148
68,400.9839754689755
69,278.658191900692
70,490.59857744107745
71,372.69374606874607
72,865.6918109668111
73,516.9751202501203
74,253.00715525215523
75,2321.777322029822
76,705.4923513523513
77,769.8041931216933
78,523.1520382395383
79,583.0122999222999
80,1432.7344074444075
81,883.2266908091908
82,884.478021053021
83,1567.6436081997927
84,566.80543003293
85,835.6591622266621
86,719.5183597883599
87,2641.844464886965
88,455.8510169460169
89,383.84001526251535
90,912.868641821142
91,1333.76778022903
92,355.0265455840456
93,655.9039598364598
94,5826.205225607726
95,507.3328250453249
96,400.8206382506382
97,710.8915532615533
98,425.15299580049566
99,1887.1440067340066
100,1526.7031773781775
101,815.450946923447
102,266.71140429015423
103,3831.9049434824437
104,217.03271728271724
105,442.29676073926083
106,646.4129521404521
107,671.8331946756947
108,926.1305923267763
109,991.5553181102522
110,1621.9693784943124
111,895.1866802641804
112,1103.2626346801346
113,3638.6311019536024
114,547.2556168831167
115,1800.6199698449698
116,907.7697915972916
117,855.7463209013208
118,1814.3209319384316
119,1816.7222438672438
120,427.2487165612166
121,1811.7684250009254
122,526.4480168905169
123,1521.3374674399674
124,253.00715525215523
125,394.7224385799385
126,569.2081462056462
127,688.8664004514002
128,835.6591622266621
129,476.66405289155296
130,574.3405495430495
131,538.6715172790172
132,629.1971565471566
133,321.08427415177425
134,2321.777322029822
135,430.0309904909905
136,902.796554001554
