,0,1,2,3,4
516,GA-501,Georgia,georgiabalanceofstate,long,5856
517,GA-501,Georgia,georgiabalanceofstate,lowndes,5856
518,GA-501,Georgia,georgiabalanceofstate,lumpkin,5856
519,GA-501,Georgia,georgiabalanceofstate,mcduffie,5856
520,GA-501,Georgia,georgiabalanceofstate,mcintosh,5856
521,GA-501,Georgia,georgiabalanceofstate,macon,5856
522,GA-501,Georgia,georgiabalanceofstate,madison,5856
523,GA-501,Georgia,georgiabalanceofstate,marion,5856
524,GA-501,Georgia,georgiabalanceofstate,meriwether,5856
525,GA-501,Georgia,georgiabalanceofstate,miller,5856
526,GA-501,Georgia,georgiabalanceofstate,mitchell,5856
527,GA-501,Georgia,georgiabalanceofstate,monroe,5856
528,GA-501,Georgia,georgiabalanceofstate,montgomery,5856
529,GA-501,Georgia,georgiabalanceofstate,morgan,5856
530,GA-501,Georgia,georgiabalanceofstate,murray,5856
531,GA-501,Georgia,georgiabalanceofstate,newton,5856
532,GA-501,Georgia,georgiabalanceofstate,oconee,5856
533,GA-501,Georgia,georgiabalanceofstate,oglethorpe,5856
534,GA-501,Georgia,georgiabalanceofstate,paulding,5856
535,GA-501,Georgia,georgiabalanceofstate,peach,5856
536,GA-501,Georgia,georgiabalanceofstate,pickens,5856
537,GA-501,Georgia,georgiabalanceofstate,pierce,5856
538,GA-501,Georgia,georgiabalanceofstate,pike,5856
539,GA-501,Georgia,georgiabalanceofstate,polk,5856
540,GA-501,Georgia,georgiabalanceofstate,pulaski,5856
541,GA-501,Georgia,georgiabalanceofstate,putnam,5856
542,GA-501,Georgia,georgiabalanceofstate,quitman,5856
543,GA-501,Georgia,georgiabalanceofstate,rabun,5856
544,GA-501,Georgia,georgiabalanceofstate,randolph,5856
545,GA-501,Georgia,georgiabalanceofstate,rockdale,5856
546,GA-501,Georgia,georgiabalanceofstate,schley,5856
547,GA-501,Georgia,georgiabalanceofstate,screven,5856
548,GA-501,Georgia,georgiabalanceofstate,seminole,5856
549,GA-501,Georgia,georgiabalanceofstate,spalding,5856
550,GA-501,Georgia,georgiabalanceofstate,stephens,5856
551,GA-501,Georgia,georgiabalanceofstate,stewart,5856
552,GA-501,Georgia,georgiabalanceofstate,sumter,5856
553,GA-501,Georgia,georgiabalanceofstate,talbot,5856
554,GA-501,Georgia,georgiabalanceofstate,taliaferro,5856
555,GA-501,Georgia,georgiabalanceofstate,tattnall,5856
556,GA-501,Georgia,georgiabalanceofstate,taylor,5856
557,GA-501,Georgia,georgiabalanceofstate,telfair,5856
558,GA-501,Georgia,georgiabalanceofstate,terrell,5856
559,GA-501,Georgia,georgiabalanceofstate,thomas,5856
560,GA-501,Georgia,georgiabalanceofstate,tift,5856
561,GA-501,Georgia,georgiabalanceofstate,toombs,5856
562,GA-501,Georgia,georgiabalanceofstate,s,5856
563,GA-501,Georgia,georgiabalanceofstate,treutlen,5856
564,GA-501,Georgia,georgiabalanceofstate,troup,5856
565,GA-501,Georgia,georgiabalanceofstate,turner,5856
566,GA-501,Georgia,georgiabalanceofstate,twiggs,5856
567,GA-501,Georgia,georgiabalanceofstate,union,5856
568,GA-501,Georgia,georgiabalanceofstate,upson,5856
569,GA-501,Georgia,georgiabalanceofstate,walker,5856
570,GA-501,Georgia,georgiabalanceofstate,walton,5856
571,GA-501,Georgia,georgiabalanceofstate,ware,5856
572,GA-501,Georgia,georgiabalanceofstate,warren,5856
573,GA-501,Georgia,georgiabalanceofstate,washington,5856
574,GA-501,Georgia,georgiabalanceofstate,wayne,5856
575,GA-501,Georgia,georgiabalanceofstate,webster,5856
576,GA-501,Georgia,georgiabalanceofstate,wheeler,5856
577,GA-501,Georgia,georgiabalanceofstate,white,5856
578,GA-501,Georgia,georgiabalanceofstate,whitfield,5856
579,GA-501,Georgia,georgiabalanceofstate,wilcox,5856
580,GA-501,Georgia,georgiabalanceofstate,wilkes,5856
581,GA-501,Georgia,georgiabalanceofstate,wilkinson,5856
582,GA-501,Georgia,georgiabalanceofstate,worth,5856
583,GA-502,Georgia,fulton,fulton,273
584,GA-503,Georgia,clarke,clarke,283
585,GA-503,Georgia,athens,clarke,283
586,GA-504,Georgia,richmond,richmond,549
587,GA-504,Georgia,augusta,richmond,549
588,GA-505,Georgia,russell,barrow,243
589,GA-505,Georgia,muscogee,muscogee,243
590,GA-505,Georgia,columbus,muscogee,243
591,GA-506,Georgia,cobb,cobb,380
592,GA-506,Georgia,marietta,cobb,380
593,GA-507,Georgia,chatham,chatham,523
594,GA-507,Georgia,savannah,chatham,523
595,GA-508,Georgia,dekalb,dekalb,565
596,HI-500,Hawaii,hawaiibalanceofstate,hawaii,2022
597,HI-500,Hawaii,hawaiibalanceofstate,kalawao,2022
598,HI-500,Hawaii,hawaiibalanceofstate,kauai,2022
599,HI-500,Hawaii,hawaiibalanceofstate,maui,2022
600,HI-501,Hawaii,honolulu,honolulu,3945
601,IA-500,Iowa,woodbury,woodbury,212
602,IA-500,Iowa,dakota,humboldt,212
603,IA-500,Iowa,sioux,sioux,212
604,IA-501,Iowa,iowabalanceofstate,adair,1601
605,IA-501,Iowa,iowabalanceofstate,adams,1601
606,IA-501,Iowa,iowabalanceofstate,allamakee,1601
607,IA-501,Iowa,iowabalanceofstate,appanoose,1601
608,IA-501,Iowa,iowabalanceofstate,audubon,1601
609,IA-501,Iowa,iowabalanceofstate,benton,1601
610,IA-501,Iowa,iowabalanceofstate,blackhawk,1601
611,IA-501,Iowa,iowabalanceofstate,boone,1601
612,IA-501,Iowa,iowabalanceofstate,bremer,1601
613,IA-501,Iowa,iowabalanceofstate,buchanan,1601
614,IA-501,Iowa,iowabalanceofstate,buenavista,1601
615,IA-501,Iowa,iowabalanceofstate,butler,1601
616,IA-501,Iowa,iowabalanceofstate,calhoun,1601
617,IA-501,Iowa,iowabalanceofstate,carroll,1601
618,IA-501,Iowa,iowabalanceofstate,cass,1601
619,IA-501,Iowa,iowabalanceofstate,cedar,1601
620,IA-501,Iowa,iowabalanceofstate,cerrogordo,1601
621,IA-501,Iowa,iowabalanceofstate,cherokee,1601
622,IA-501,Iowa,iowabalanceofstate,chickasaw,1601
623,IA-501,Iowa,iowabalanceofstate,clarke,1601
624,IA-501,Iowa,iowabalanceofstate,clay,1601
625,IA-501,Iowa,iowabalanceofstate,clayton,1601
626,IA-501,Iowa,iowabalanceofstate,clinton,1601
627,IA-501,Iowa,iowabalanceofstate,crawford,1601
628,IA-501,Iowa,iowabalanceofstate,dallas,1601
629,IA-501,Iowa,iowabalanceofstate,davis,1601
630,IA-501,Iowa,iowabalanceofstate,decatur,1601
631,IA-501,Iowa,iowabalanceofstate,delaware,1601
632,IA-501,Iowa,iowabalanceofstate,dickinson,1601
633,IA-501,Iowa,iowabalanceofstate,dubuque,1601
634,IA-501,Iowa,iowabalanceofstate,emmet,1601
635,IA-501,Iowa,iowabalanceofstate,fayette,1601
636,IA-501,Iowa,iowabalanceofstate,floyd,1601
637,IA-501,Iowa,iowabalanceofstate,franklin,1601
638,IA-501,Iowa,iowabalanceofstate,fremont,1601
639,IA-501,Iowa,iowabalanceofstate,greene,1601
640,IA-501,Iowa,iowabalanceofstate,grundy,1601
641,IA-501,Iowa,iowabalanceofstate,guthrie,1601
642,IA-501,Iowa,iowabalanceofstate,hamilton,1601
643,IA-501,Iowa,iowabalanceofstate,hancock,1601
644,IA-501,Iowa,iowabalanceofstate,hardin,1601
645,IA-501,Iowa,iowabalanceofstate,harrison,1601
646,IA-501,Iowa,iowabalanceofstate,henry,1601
647,IA-501,Iowa,iowabalanceofstate,howard,1601
648,IA-501,Iowa,iowabalanceofstate,ida,1601
649,IA-501,Iowa,iowabalanceofstate,iowa,1601
650,IA-501,Iowa,iowabalanceofstate,jackson,1601
651,IA-501,Iowa,iowabalanceofstate,jasper,1601
652,IA-501,Iowa,iowabalanceofstate,jefferson,1601
653,IA-501,Iowa,iowabalanceofstate,johnson,1601
654,IA-501,Iowa,iowabalanceofstate,jones,1601
655,IA-501,Iowa,iowabalanceofstate,keokuk,1601
656,IA-501,Iowa,iowabalanceofstate,kossuth,1601
657,IA-501,Iowa,iowabalanceofstate,lee,1601
658,IA-501,Iowa,iowabalanceofstate,linn,1601
659,IA-501,Iowa,iowabalanceofstate,louisa,1601
660,IA-501,Iowa,iowabalanceofstate,lucas,1601
661,IA-501,Iowa,iowabalanceofstate,lyon,1601
662,IA-501,Iowa,iowabalanceofstate,madison,1601
663,IA-501,Iowa,iowabalanceofstate,mahaska,1601
664,IA-501,Iowa,iowabalanceofstate,marion,1601
665,IA-501,Iowa,iowabalanceofstate,marshall,1601
666,IA-501,Iowa,iowabalanceofstate,mills,1601
667,IA-501,Iowa,iowabalanceofstate,mitchell,1601
668,IA-501,Iowa,iowabalanceofstate,monona,1601
669,IA-501,Iowa,iowabalanceofstate,monroe,1601
670,IA-501,Iowa,iowabalanceofstate,montgomery,1601
671,IA-501,Iowa,iowabalanceofstate,muscatine,1601
672,IA-501,Iowa,iowabalanceofstate,o'brien,1601
673,IA-501,Iowa,iowabalanceofstate,osceola,1601
674,IA-501,Iowa,iowabalanceofstate,page,1601
675,IA-501,Iowa,iowabalanceofstate,paloalto,1601
676,IA-501,Iowa,iowabalanceofstate,plymouth,1601
677,IA-501,Iowa,iowabalanceofstate,pocahontas,1601
678,IA-501,Iowa,iowabalanceofstate,pottawattamie,1601
679,IA-501,Iowa,iowabalanceofstate,poweshiek,1601
680,IA-501,Iowa,iowabalanceofstate,ringgold,1601
681,IA-501,Iowa,iowabalanceofstate,sac,1601
682,IA-501,Iowa,iowabalanceofstate,scott,1601
683,IA-501,Iowa,iowabalanceofstate,shelby,1601
684,IA-501,Iowa,iowabalanceofstate,story,1601
685,IA-501,Iowa,iowabalanceofstate,tama,1601
686,IA-501,Iowa,iowabalanceofstate,taylor,1601
687,IA-501,Iowa,iowabalanceofstate,union,1601
688,IA-501,Iowa,iowabalanceofstate,vanburen,1601
689,IA-501,Iowa,iowabalanceofstate,wapello,1601
690,IA-501,Iowa,iowabalanceofstate,warren,1601
691,IA-501,Iowa,iowabalanceofstate,washington,1601
692,IA-501,Iowa,iowabalanceofstate,wayne,1601
693,IA-501,Iowa,iowabalanceofstate,webster,1601
694,IA-501,Iowa,iowabalanceofstate,winnebago,1601
695,IA-501,Iowa,iowabalanceofstate,winneshiek,1601
696,IA-501,Iowa,iowabalanceofstate,worth,1601
697,IA-501,Iowa,iowabalanceofstate,wright,1601
698,IA-502,Iowa,polk,polk,606
699,IA-502,Iowa,desmoines,desmoines,606
700,ID-500,Idaho,ada,ada,620
701,ID-500,Idaho,boise,boise,620
702,ID-501,Idaho,idahobalanceofstate,adams,1378
703,ID-501,Idaho,idahobalanceofstate,bannock,1378
704,ID-501,Idaho,idahobalanceofstate,bearlake,1378
705,ID-501,Idaho,idahobalanceofstate,benewah,1378
706,ID-501,Idaho,idahobalanceofstate,bingham,1378
707,ID-501,Idaho,idahobalanceofstate,blaine,1378
708,ID-501,Idaho,idahobalanceofstate,bonner,1378
709,ID-501,Idaho,idahobalanceofstate,bonneville,1378
710,ID-501,Idaho,idahobalanceofstate,boundary,1378
711,ID-501,Idaho,idahobalanceofstate,butte,1378
712,ID-501,Idaho,idahobalanceofstate,camas,1378
713,ID-501,Idaho,idahobalanceofstate,canyon,1378
714,ID-501,Idaho,idahobalanceofstate,caribou,1378
715,ID-501,Idaho,idahobalanceofstate,cassia,1378
716,ID-501,Idaho,idahobalanceofstate,clark,1378
717,ID-501,Idaho,idahobalanceofstate,clearwater,1378
718,ID-501,Idaho,idahobalanceofstate,custer,1378
719,ID-501,Idaho,idahobalanceofstate,elmore,1378
720,ID-501,Idaho,idahobalanceofstate,franklin,1378
721,ID-501,Idaho,idahobalanceofstate,fremont,1378
722,ID-501,Idaho,idahobalanceofstate,gem,1378
723,ID-501,Idaho,idahobalanceofstate,gooding,1378
724,ID-501,Idaho,idahobalanceofstate,idaho,1378
725,ID-501,Idaho,idahobalanceofstate,jefferson,1378
726,ID-501,Idaho,idahobalanceofstate,jerome,1378
727,ID-501,Idaho,idahobalanceofstate,kootenai,1378
728,ID-501,Idaho,idahobalanceofstate,latah,1378
729,ID-501,Idaho,idahobalanceofstate,lemhi,1378
730,ID-501,Idaho,idahobalanceofstate,lewis,1378
731,ID-501,Idaho,idahobalanceofstate,lincoln,1378
732,ID-501,Idaho,idahobalanceofstate,madison,1378
733,ID-501,Idaho,idahobalanceofstate,minidoka,1378
734,ID-501,Idaho,idahobalanceofstate,nezperce,1378
735,ID-501,Idaho,idahobalanceofstate,oneida,1378
736,ID-501,Idaho,idahobalanceofstate,owyhee,1378
737,ID-501,Idaho,idahobalanceofstate,payette,1378
738,ID-501,Idaho,idahobalanceofstate,power,1378
739,ID-501,Idaho,idahobalanceofstate,shoshone,1378
740,ID-501,Idaho,idahobalanceofstate,teton,1378
741,ID-501,Idaho,idahobalanceofstate,twinfalls,1378
742,ID-501,Idaho,idahobalanceofstate,nan,1378
743,ID-501,Idaho,idahobalanceofstate,washington,1378
744,IL-500,Illinois,mchenry,mchenry,92
745,IL-501,Illinois,boone,boone,406
746,IL-501,Illinois,winnebago,winnebago,406
747,IL-501,Illinois,dekalb,dekalb,406
748,IL-501,Illinois,rockford,winnebago,406
749,IL-502,Illinois,lake,lake,431
750,IL-502,Illinois,chicago,dupage,431
751,IL-502,Illinois,waukegan,lake,431
752,IL-503,Illinois,champaign,champaign,137
753,IL-503,Illinois,rantoul,champaign,137
754,IL-503,Illinois,urbana,champaign,137
755,IL-503,Illinois,champaign,champaign,137
756,IL-504,Illinois,madison,madison,96
757,IL-506,Illinois,will,will,219
758,IL-506,Illinois,bolingbrook,will,219
759,IL-506,Illinois,joliet,will,219
760,IL-507,Illinois,woodford,woodford,337
761,IL-507,Illinois,peoria,peoria,337
762,IL-507,Illinois,tazewell,tazewell,337
763,IL-507,Illinois,fulton,fulton,337
764,IL-507,Illinois,pekin,tazewell,337
765,IL-507,Illinois,peoria,peoria,337
766,IL-508,Illinois,st.clair,st.clair,197
767,IL-508,Illinois,belleville,st.clair,197
768,IL-508,Illinois,st.louis,st.clair,197
769,IL-510,Illinois,chicago,dupage,3875
770,IL-511,Illinois,cook,cook,1096
771,IL-512,Illinois,bloomington,mclean,241
772,IL-513,Illinois,sangamon,sangamon,264
773,IL-513,Illinois,springfield,sangamon,264
774,IL-514,Illinois,dupage,dupage,555
775,IL-516,Illinois,macon,macon,93
776,IL-516,Illinois,decatur,macon,93
777,IL-517,Illinois,kane,kane,391
778,IL-517,Illinois,elgin,kane,391
779,IL-517,Illinois,aurora,kane,391
780,IL-518,Illinois,moline,rockisland,280
781,IL-518,Illinois,rockisland,rockisland,280
782,IN-502,Indiana,indianabalanceofstate,adams,3688
783,IN-502,Indiana,indianabalanceofstate,allen,3688
784,IN-502,Indiana,indianabalanceofstate,bartholomew,3688
785,IN-502,Indiana,indianabalanceofstate,benton,3688
786,IN-502,Indiana,indianabalanceofstate,blackford,3688
787,IN-502,Indiana,indianabalanceofstate,boone,3688
788,IN-502,Indiana,indianabalanceofstate,brown,3688
789,IN-502,Indiana,indianabalanceofstate,carroll,3688
790,IN-502,Indiana,indianabalanceofstate,cass,3688
791,IN-502,Indiana,indianabalanceofstate,clark,3688
792,IN-502,Indiana,indianabalanceofstate,clay,3688
793,IN-502,Indiana,indianabalanceofstate,clinton,3688
794,IN-502,Indiana,indianabalanceofstate,crawford,3688
795,IN-502,Indiana,indianabalanceofstate,daviess,3688
796,IN-502,Indiana,indianabalanceofstate,dearborn,3688
797,IN-502,Indiana,indianabalanceofstate,decatur,3688
798,IN-502,Indiana,indianabalanceofstate,dekalb,3688
799,IN-502,Indiana,indianabalanceofstate,delaware,3688
800,IN-502,Indiana,indianabalanceofstate,dubois,3688
801,IN-502,Indiana,indianabalanceofstate,elkhart,3688
802,IN-502,Indiana,indianabalanceofstate,fayette,3688
803,IN-502,Indiana,indianabalanceofstate,floyd,3688
804,IN-502,Indiana,indianabalanceofstate,fountain,3688
805,IN-502,Indiana,indianabalanceofstate,franklin,3688
806,IN-502,Indiana,indianabalanceofstate,fulton,3688
807,IN-502,Indiana,indianabalanceofstate,gibson,3688
808,IN-502,Indiana,indianabalanceofstate,grant,3688
809,IN-502,Indiana,indianabalanceofstate,greene,3688
810,IN-502,Indiana,indianabalanceofstate,hamilton,3688
811,IN-502,Indiana,indianabalanceofstate,hancock,3688
812,IN-502,Indiana,indianabalanceofstate,harrison,3688
813,IN-502,Indiana,indianabalanceofstate,hendricks,3688
814,IN-502,Indiana,indianabalanceofstate,henry,3688
815,IN-502,Indiana,indianabalanceofstate,howard,3688
816,IN-502,Indiana,indianabalanceofstate,huntington,3688
817,IN-502,Indiana,indianabalanceofstate,jackson,3688
818,IN-502,Indiana,indianabalanceofstate,jasper,3688
819,IN-502,Indiana,indianabalanceofstate,jay,3688
820,IN-502,Indiana,indianabalanceofstate,jefferson,3688
821,IN-502,Indiana,indianabalanceofstate,jennings,3688
822,IN-502,Indiana,indianabalanceofstate,johnson,3688
823,IN-502,Indiana,indianabalanceofstate,knox,3688
824,IN-502,Indiana,indianabalanceofstate,kosciusko,3688
825,IN-502,Indiana,indianabalanceofstate,lagrange,3688
826,IN-502,Indiana,indianabalanceofstate,lake,3688
827,IN-502,Indiana,indianabalanceofstate,laporte,3688
828,IN-502,Indiana,indianabalanceofstate,lawrence,3688
829,IN-502,Indiana,indianabalanceofstate,madison,3688
830,IN-502,Indiana,indianabalanceofstate,marshall,3688
831,IN-502,Indiana,indianabalanceofstate,martin,3688
832,IN-502,Indiana,indianabalanceofstate,miami,3688
833,IN-502,Indiana,indianabalanceofstate,monroe,3688
834,IN-502,Indiana,indianabalanceofstate,montgomery,3688
835,IN-502,Indiana,indianabalanceofstate,morgan,3688
836,IN-502,Indiana,indianabalanceofstate,newton,3688
837,IN-502,Indiana,indianabalanceofstate,noble,3688
838,IN-502,Indiana,indianabalanceofstate,ohio,3688
839,IN-502,Indiana,indianabalanceofstate,orange,3688
840,IN-502,Indiana,indianabalanceofstate,owen,3688
841,IN-502,Indiana,indianabalanceofstate,parke,3688
842,IN-502,Indiana,indianabalanceofstate,perry,3688
843,IN-502,Indiana,indianabalanceofstate,pike,3688
844,IN-502,Indiana,indianabalanceofstate,porter,3688
845,IN-502,Indiana,indianabalanceofstate,posey,3688
846,IN-502,Indiana,indianabalanceofstate,pulaski,3688
847,IN-502,Indiana,indianabalanceofstate,putnam,3688
848,IN-502,Indiana,indianabalanceofstate,randolph,3688
849,IN-502,Indiana,indianabalanceofstate,ripley,3688
850,IN-502,Indiana,indianabalanceofstate,rush,3688
851,IN-502,Indiana,indianabalanceofstate,st.joseph,3688
852,IN-502,Indiana,indianabalanceofstate,scott,3688
853,IN-502,Indiana,indianabalanceofstate,shelby,3688
854,IN-502,Indiana,indianabalanceofstate,spencer,3688
855,IN-502,Indiana,indianabalanceofstate,starke,3688
856,IN-502,Indiana,indianabalanceofstate,steuben,3688
857,IN-502,Indiana,indianabalanceofstate,sullivan,3688
858,IN-502,Indiana,indianabalanceofstate,switzerland,3688
859,IN-502,Indiana,indianabalanceofstate,tippecanoe,3688
860,IN-502,Indiana,indianabalanceofstate,tipton,3688
861,IN-502,Indiana,indianabalanceofstate,union,3688
862,IN-502,Indiana,indianabalanceofstate,vanderburgh,3688
863,IN-502,Indiana,indianabalanceofstate,vermillion,3688
864,IN-502,Indiana,indianabalanceofstate,vigo,3688
865,IN-502,Indiana,indianabalanceofstate,wabash,3688
866,IN-502,Indiana,indianabalanceofstate,warren,3688
867,IN-502,Indiana,indianabalanceofstate,warrick,3688
868,IN-502,Indiana,indianabalanceofstate,washington,3688
869,IN-502,Indiana,indianabalanceofstate,wayne,3688
870,IN-502,Indiana,indianabalanceofstate,wells,3688
871,IN-502,Indiana,indianabalanceofstate,white,3688
872,IN-502,Indiana,indianabalanceofstate,whitley,3688
873,IN-503,Indiana,indianapolis,marion,1761
874,KS-502,Kansas,sedgwick,sedgwick,690
875,KS-502,Kansas,wichita,wichita,690
876,KS-503,Kansas,shawnee,shawnee,365
877,KS-503,Kansas,topeka,shawnee,365
878,KS-505,Kansas,johnson,johnson,212
879,KS-505,Kansas,shawnee,shawnee,212
880,KS-505,Kansas,overlandpark,johnson,212
881,KS-507,Kansas,kansasbalanceofstate,allen,929
882,KS-507,Kansas,kansasbalanceofstate,anderson,929
883,KS-507,Kansas,kansasbalanceofstate,atchison,929
884,KS-507,Kansas,kansasbalanceofstate,barber,929
885,KS-507,Kansas,kansasbalanceofstate,barton,929
886,KS-507,Kansas,kansasbalanceofstate,bourbon,929
887,KS-507,Kansas,kansasbalanceofstate,brown,929
888,KS-507,Kansas,kansasbalanceofstate,butler,929
889,KS-507,Kansas,kansasbalanceofstate,chase,929
890,KS-507,Kansas,kansasbalanceofstate,chautauqua,929
891,KS-507,Kansas,kansasbalanceofstate,cherokee,929
892,KS-507,Kansas,kansasbalanceofstate,cheyenne,929
893,KS-507,Kansas,kansasbalanceofstate,clark,929
894,KS-507,Kansas,kansasbalanceofstate,clay,929
895,KS-507,Kansas,kansasbalanceofstate,cloud,929
896,KS-507,Kansas,kansasbalanceofstate,coffey,929
897,KS-507,Kansas,kansasbalanceofstate,comanche,929
898,KS-507,Kansas,kansasbalanceofstate,cowley,929
899,KS-507,Kansas,kansasbalanceofstate,crawford,929
900,KS-507,Kansas,kansasbalanceofstate,decatur,929
901,KS-507,Kansas,kansasbalanceofstate,dickinson,929
902,KS-507,Kansas,kansasbalanceofstate,doniphan,929
903,KS-507,Kansas,kansasbalanceofstate,douglas,929
904,KS-507,Kansas,kansasbalanceofstate,edwards,929
905,KS-507,Kansas,kansasbalanceofstate,elk,929
906,KS-507,Kansas,kansasbalanceofstate,ellis,929
907,KS-507,Kansas,kansasbalanceofstate,ellsworth,929
908,KS-507,Kansas,kansasbalanceofstate,finney,929
909,KS-507,Kansas,kansasbalanceofstate,ford,929
910,KS-507,Kansas,kansasbalanceofstate,franklin,929
911,KS-507,Kansas,kansasbalanceofstate,geary,929
912,KS-507,Kansas,kansasbalanceofstate,gove,929
913,KS-507,Kansas,kansasbalanceofstate,graham,929
914,KS-507,Kansas,kansasbalanceofstate,grant,929
915,KS-507,Kansas,kansasbalanceofstate,gray,929
916,KS-507,Kansas,kansasbalanceofstate,greeley,929
917,KS-507,Kansas,kansasbalanceofstate,greenwood,929
918,KS-507,Kansas,kansasbalanceofstate,hamilton,929
919,KS-507,Kansas,kansasbalanceofstate,harper,929
920,KS-507,Kansas,kansasbalanceofstate,harvey,929
921,KS-507,Kansas,kansasbalanceofstate,haskell,929
922,KS-507,Kansas,kansasbalanceofstate,hodgeman,929
923,KS-507,Kansas,kansasbalanceofstate,jackson,929
924,KS-507,Kansas,kansasbalanceofstate,jefferson,929
925,KS-507,Kansas,kansasbalanceofstate,jewell,929
926,KS-507,Kansas,kansasbalanceofstate,kearny,929
927,KS-507,Kansas,kansasbalanceofstate,kingman,929
928,KS-507,Kansas,kansasbalanceofstate,kiowa,929
929,KS-507,Kansas,kansasbalanceofstate,labette,929
930,KS-507,Kansas,kansasbalanceofstate,lane,929
931,KS-507,Kansas,kansasbalanceofstate,leavenworth,929
932,KS-507,Kansas,kansasbalanceofstate,lincoln,929
933,KS-507,Kansas,kansasbalanceofstate,linn,929
934,KS-507,Kansas,kansasbalanceofstate,logan,929
935,KS-507,Kansas,kansasbalanceofstate,lyon,929
936,KS-507,Kansas,kansasbalanceofstate,mcpherson,929
937,KS-507,Kansas,kansasbalanceofstate,marion,929
938,KS-507,Kansas,kansasbalanceofstate,marshall,929
939,KS-507,Kansas,kansasbalanceofstate,meade,929
940,KS-507,Kansas,kansasbalanceofstate,miami,929
941,KS-507,Kansas,kansasbalanceofstate,mitchell,929
942,KS-507,Kansas,kansasbalanceofstate,montgomery,929
943,KS-507,Kansas,kansasbalanceofstate,morris,929
944,KS-507,Kansas,kansasbalanceofstate,morton,929
945,KS-507,Kansas,kansasbalanceofstate,nemaha,929
946,KS-507,Kansas,kansasbalanceofstate,neosho,929
947,KS-507,Kansas,kansasbalanceofstate,ness,929
948,KS-507,Kansas,kansasbalanceofstate,norton,929
949,KS-507,Kansas,kansasbalanceofstate,osage,929
950,KS-507,Kansas,kansasbalanceofstate,osborne,929
951,KS-507,Kansas,kansasbalanceofstate,ottawa,929
952,KS-507,Kansas,kansasbalanceofstate,pawnee,929
953,KS-507,Kansas,kansasbalanceofstate,phillips,929
954,KS-507,Kansas,kansasbalanceofstate,pottawatomie,929
955,KS-507,Kansas,kansasbalanceofstate,pratt,929
956,KS-507,Kansas,kansasbalanceofstate,rawlins,929
957,KS-507,Kansas,kansasbalanceofstate,reno,929
958,KS-507,Kansas,kansasbalanceofstate,republic,929
959,KS-507,Kansas,kansasbalanceofstate,rice,929
960,KS-507,Kansas,kansasbalanceofstate,riley,929
961,KS-507,Kansas,kansasbalanceofstate,rooks,929
962,KS-507,Kansas,kansasbalanceofstate,rush,929
963,KS-507,Kansas,kansasbalanceofstate,russell,929
964,KS-507,Kansas,kansasbalanceofstate,saline,929
965,KS-507,Kansas,kansasbalanceofstate,scott,929
966,KS-507,Kansas,kansasbalanceofstate,seward,929
967,KS-507,Kansas,kansasbalanceofstate,sheridan,929
968,KS-507,Kansas,kansasbalanceofstate,sherman,929
969,KS-507,Kansas,kansasbalanceofstate,smith,929
970,KS-507,Kansas,kansasbalanceofstate,stafford,929
971,KS-507,Kansas,kansasbalanceofstate,stanton,929
972,KS-507,Kansas,kansasbalanceofstate,stevens,929
973,KS-507,Kansas,kansasbalanceofstate,sumner,929
974,KS-507,Kansas,kansasbalanceofstate,thomas,929
975,KS-507,Kansas,kansasbalanceofstate,trego,929
976,KS-507,Kansas,kansasbalanceofstate,wabaunsee,929
977,KS-507,Kansas,kansasbalanceofstate,wallace,929
978,KS-507,Kansas,kansasbalanceofstate,washington,929
979,KS-507,Kansas,kansasbalanceofstate,wilson,929
980,KS-507,Kansas,kansasbalanceofstate,woodson,929
981,KS-507,Kansas,kansasbalanceofstate,wyandotte,929
982,KY-500,Kentucky,kentuckybalanceofstate,adair,2189
983,KY-500,Kentucky,kentuckybalanceofstate,allen,2189
984,KY-500,Kentucky,kentuckybalanceofstate,anderson,2189
985,KY-500,Kentucky,kentuckybalanceofstate,ballard,2189
986,KY-500,Kentucky,kentuckybalanceofstate,barren,2189
987,KY-500,Kentucky,kentuckybalanceofstate,bath,2189
988,KY-500,Kentucky,kentuckybalanceofstate,bell,2189
989,KY-500,Kentucky,kentuckybalanceofstate,boone,2189
990,KY-500,Kentucky,kentuckybalanceofstate,bourbon,2189
991,KY-500,Kentucky,kentuckybalanceofstate,boyd,2189
992,KY-500,Kentucky,kentuckybalanceofstate,boyle,2189
993,KY-500,Kentucky,kentuckybalanceofstate,bracken,2189
994,KY-500,Kentucky,kentuckybalanceofstate,breathitt,2189
995,KY-500,Kentucky,kentuckybalanceofstate,breckinridge,2189
996,KY-500,Kentucky,kentuckybalanceofstate,bullitt,2189
997,KY-500,Kentucky,kentuckybalanceofstate,butler,2189
998,KY-500,Kentucky,kentuckybalanceofstate,caldwell,2189
999,KY-500,Kentucky,kentuckybalanceofstate,calloway,2189
1000,KY-500,Kentucky,kentuckybalanceofstate,campbell,2189
1001,KY-500,Kentucky,kentuckybalanceofstate,carlisle,2189
1002,KY-500,Kentucky,kentuckybalanceofstate,carroll,2189
1003,KY-500,Kentucky,kentuckybalanceofstate,carter,2189
1004,KY-500,Kentucky,kentuckybalanceofstate,casey,2189
1005,KY-500,Kentucky,kentuckybalanceofstate,christian,2189
1006,KY-500,Kentucky,kentuckybalanceofstate,clark,2189
1007,KY-500,Kentucky,kentuckybalanceofstate,clay,2189
