,0,1,2,3,4,5,6,7
0,0.715674772274959,0.0,0.5415214681257257,0.015595818282020897,0.4375493462455863,0.008664343490011609,0.05285249528907082,0.001732868698002322
1,0.015190828453586512,0.026690268268786364,0.4950812372524805,0.00016551750131026466,0.0,0.0,0.20779802747829781,0.8430725883405724
2,0.12071305638032437,0.0,0.6570531494987147,0.0035074011539077297,0.13152754327153987,0.0018998422917000204,0.26422422026104897,0.6830663747235304
3,0.9664369015829017,0.0,0.1088119029627238,0.012870225081612492,0.029250511549119302,0.00585010230982386,0.03978069570680225,0.22698396962116577
4,0.8440796762040337,0.0,0.11751714620274076,0.007153217594949438,0.08686049936724317,0.010218882278499196,0.02759098215194783,0.5150316668363595
5,0.45854828853112023,0.0,0.5734629322671274,0.011658007335536956,0.0777200489035797,0.004441145651633126,0.2153955641042066,0.6389698306287159
6,0.04627261991831895,0.08112748655742658,0.40597781664413735,0.00039214084676541486,0.1303028013680507,0.00028010060483243916,0.19007627043929323,0.8794038589319261
7,0.8004465977985452,0.0,0.21610120013205275,0.009690636777222096,0.11241138661577632,0.010659700454944306,0.03197910136483292,0.5465519142353262
8,0.7119851047907713,0.0,0.3404771384895335,0.014653446466638149,0.09223051599589893,0.007757706952926079,0.10257412526646704,0.5982054028145221
9,0.14983230918472987,0.0,0.43135742281027556,0.0012697653320739818,0.0,0.0,0.19028340476365813,0.869063672280921
10,0.05585394125435792,0.0,0.45501352385057436,0.0007438176196100933,0.13726816070986267,0.000473338485206423,0.16884659965149118,0.8616789024264927
11,0.24244813017213773,0.0,0.44879320948329127,0.003228728125779074,0.14206403753427924,0.0020546451709503198,0.17347075657594843,0.8303701698026363
12,0.2754210382960593,0.0,0.35744715866026094,0.0026675161094049326,0.13137516838819294,0.0020006370820536993,0.28242326808324725,0.8362663002984463
13,0.2278167030140233,0.0,0.6988953092464104,0.008274214395182444,0.12714709453930356,0.005240335783615548,0.22974735303956587,0.6249789939827806
14,0.9005556171609853,0.0,0.3161757009402975,0.021805220754503276,0.062144879150334335,0.00872208830180131,0.07413775056531113,0.2812873477330923
15,0.031368215473552695,0.0,0.4349396753251804,0.00037976047788804715,0.128928682242992,0.0002278562867328283,0.16648699350611987,0.8749301650062719
16,0.24889011550731047,0.0,0.5785339246659033,0.005725075296173001,0.11841866270505208,0.0027118777718714215,0.20941722793895978,0.7385347132063171
17,0.2411441515499356,0.0,0.395289565615754,0.0035033048651322363,0.055177051625832724,0.0017516524325661182,0.2525298923616154,0.8477997773620012
18,0.2965555685402772,0.0,0.5600807347734049,0.007180522240684678,0.11811959085926295,0.003949287232376573,0.24162457339903942,0.7252327463091525
19,0.6895028890016166,0.0,0.2245475510186863,0.006677994082340113,0.0943266664130541,0.0058432448220475984,0.18030584022318305,0.6577824171105011
20,0.4081346989017945,0.0,0.42444032246566765,0.007411647074487794,0.11265703553221447,0.0039528784397268235,0.15762102778410708,0.7846463702857744
21,0.43020827498260555,0.0,0.3734374493493077,0.0041666661015264455,0.0,0.0,0.1645833110102946,0.8052082241199856
22,0.9056995765560374,0.0,0.07565771281158182,0.006578931548833202,0.09539450745808142,0.014254351689138602,0.11074534773869223,0.39034993856410327
