,0
0,0.5515520529782927
1,0.36105471612863743
2,0.17541639245863538
3,0.03303378083604298
4,-0.006878161262777735
5,0.5517679630201116
6,0.198154453325768
7,0.2653105594404917
8,0.07625364162573348
9,0.15001152089689604
10,0.004156343681217861
11,0.1749846109594882
12,0.2270015535894126
13,0.19971282542910115
14,0.1795711770710863
15,0.0377108864909665
16,0.019952213912695926
17,0.063768609213749
18,0.7235595183681336
19,0.20605641897117713
20,0.6664693273004652
21,0.2562520115795882
22,0.546117107079624
23,0.710714156501337
24,0.7702431815940682
25,0.20282849114741702
26,0.3121743462849221
27,0.28622639193392685
28,0.1995124489556582
29,0.17389353217366552
30,0.1690333003882972
31,0.2161353976007543
32,0.2342295903110828
33,0.9225256837941858
34,0.23293695988443752
35,0.3602220577101219
36,0.22265779504200994
37,0.1696319791875883
38,0.5906635839042778
39,0.18779860337348064
40,0.1731702698805472
41,0.8611149357248186
42,0.05087163414160906
43,0.9247343890503192
44,0.034415912651398706
45,0.16975143081738245
46,0.4778386052095399
47,0.035307894424400896
48,0.24772524447348482
49,0.2506301475211029
50,0.35360747332935216
51,0.8349508144156949
52,0.20854890970129242
53,0.022595962486738657
54,0.18557670959295824
55,0.2605753105339176
56,0.04084071846163845
57,0.17105137072935356
58,0.04184943314619436
59,0.1910430333727622
60,0.05293176055298462
61,0.026019670854547667
62,0.015781097786244095
63,0.1913180316425173
64,0.9156014969525315
65,0.01525050170019121
66,0.07286146192277206
67,-0.06913055449341313
68,0.19610206146286913
69,0.1426248895615002
70,0.9676075170727129
71,0.4825849837671486
72,0.029509967074528912
73,0.9225827304436904
74,0.20790447524209424
75,0.14240063416552487
76,0.3666835962478928
77,0.029988388621966844
78,0.1655343536784775
79,0.23140490246012238
80,0.9463617623645577
81,0.3308739758784465
82,0.07202676687261145
83,0.04120712105290711
84,0.17289043883124228
85,0.16352240878901958
86,0.5071592238923904
87,0.015054997885664504
88,0.7929261962548091
89,0.1935949649104136
90,0.48380442910265514
91,0.14610347272862925
92,0.6839404658465295
93,0.01681255847785625
94,0.8182584666215553
95,0.7299669222766155
96,0.7933864075653502
97,0.06924496077459931
98,0.22372218029461713
99,0.3839454626735437
100,0.05295645820286036
101,0.007088889587170948
102,0.11785668523426393
103,0.12204834071053519
104,0.04541249025574304
105,0.3136702350180626
106,0.04900321283646317
107,0.012357497215357574
108,0.768011345133013
109,0.15574278075596573
110,0.4360862529866281
111,0.24578847191784695
112,0.37351963574467445
113,0.010881511838009315
114,0.022274155452755788
115,0.011144916257744962
116,0.242176355055496
117,0.15147176636837234
118,0.11089856720299048
119,0.09541480872621363
120,0.9592823954721428
121,0.10761530434572655
122,0.22966901325258068
123,-0.002124216281593625
124,0.9337416225582589
125,0.10405664067869604
126,0.20425334845209214
127,0.14662862997853948
128,0.12404091705998505
129,0.19098703924589938
130,0.040647120400558644
131,0.17089826104692124
132,0.08783404957710106
133,0.4941129578776322
134,0.1800297884693949
135,0.11107240812584548
136,0.19524723935237986
137,0.07983163729820925
138,-0.01471938143410548
139,0.07678732181873708
140,0.5047162379831109
141,0.47068426299799926
142,0.6314769450768278
143,0.001361742223987422
144,0.04665423263469612
145,0.2911613311097865
146,0.03445985287911079
147,0.3117067964147754
148,0.10825884506367693
149,0.019952213912695926
150,0.019952026886408725
151,0.22736573706069005
152,0.09507791088781475
153,0.9131361305646186
154,0.1775962150942973
155,0.5939766518512934
156,0.0873215797922253
157,0.1929957985990887
158,0.3142048447188792
159,0.11278031257652203
160,0.9463617623645577
161,0.24013763383989026
162,0.37205819369398435
163,0.051912022852409555
164,0.08065638375744631
165,0.1731702698805472
166,0.44503934041673915
167,0.9104791741131187
168,0.023888258102509354
169,0.06654343877834461
170,0.1815041348108986
171,0.11412105593513779
172,0.08517115342460635
173,0.2318144611310041
174,0.4313582535458022
175,0.5581336029257141
176,0.5064419365950701
177,0.28379803897130274
178,0.04626866321563163
179,0.38015813652424957
180,0.17183209287979342
181,0.41564922424419837
182,0.11291450118047507
183,0.13960264411922152
184,0.9827023034754008
185,0.008421277541788893
186,0.18439855583853607
187,0.19875003365334196
188,0.7307571612868543
189,0.16006632409276764
190,0.22831744648176322
191,0.8105887519037044
192,0.24413160544909548
193,0.14216020512302455
194,0.03467293247002529
195,0.03993235098069454
196,0.04662637027912163
197,0.007498192465389007
198,-0.10279618436353365
199,0.5051130253240288
200,0.7868864673037465
201,0.32518011767233207
202,0.008499608353175224
203,0.05712898576643601
204,0.13773126334545033
205,0.06091987842957772
206,0.2296144351512343
207,0.08953250769745034
208,0.3004450556985363
209,-0.002533920461416269
210,0.26284742441141773
211,0.6326238919456393
212,0.12171426359236479
213,0.267301039264006
214,0.18665164886061156
215,0.2539598395930167
216,0.39840049958943746
217,0.02084465667091342
218,-0.00656364950937374
219,0.33469750662683007
220,0.5965339921954357
221,0.28523401557779027
222,0.04754904131318376
223,0.2966728590483073
224,0.18044870683423767
225,0.1037777060759275
226,0.1888418614051301
227,0.017932098585054405
228,0.18334040417162578
229,0.8214320065487823
230,0.007541672256074568
231,0.029776611062021906
232,0.11278031257652203
233,-0.02589695614105213
234,0.6073847367309753
235,0.05015321973400124
236,0.1511104023148144
237,0.2057571320505983
238,0.5954703932415112
239,0.6362624521994955
240,0.33689907580918926
241,0.997168883188026
242,0.17103037359250373
243,0.26693437828059774
244,0.17089826104692124
245,0.09797475154711634
246,0.03092222045483903
247,0.035307894424400896
248,0.16660232836148725
249,0.19182498667158865
250,0.9131361305646186
251,0.44575759436142076
252,0.21906722827949568
253,0.017932098585054405
254,0.1299398222735197
255,0.007541672256074568
256,0.39161928043258476
257,0.9707810569999399
258,0.09415534446035212
259,0.02061337805004437
260,0.02834751920282824
261,0.05973342479374841
262,0.9369151624854859
263,0.37295703069830977
264,0.30246624430280494
265,0.9676075170727129
266,0.8336881661828113
267,0.18671545359961098
268,0.5215386368117433
269,0.11551866506774305
270,0.24329020243910812
271,0.9621735881029967
272,0.9707810569999399
273,0.2552859377016005
274,0.9707810569999399
275,0.21085778081416068
276,0.5071592238923904
277,0.3187212098628649
278,0.08126715305271173
279,0.02468272162905397
280,0.04275259281721499
281,0.06090861531768907
282,0.03642374346455193
283,0.9156014969525315
284,0.07403086207381603
285,0.23184829740897725
286,0.14339298676831236
287,0.14804684882490307
288,0.42542154015869316
289,0.05075034660610883
290,0.022229824811092713
291,0.12992767707372785
292,0.4105679966897991
293,0.2895970907991651
294,0.2207974148785615
295,0.36712204546135235
296,0.19040552450940945
297,0.912514413289036
298,0.718470789943606
299,0.8310727221087312
300,0.1612710004618985
301,0.7809677515049327
302,0.001361742223987422
303,0.26931005940237024
304,0.13863037732881875
305,0.17436924042288596
306,0.46916637337944694
307,0.2890844381307251
308,0.024290423124098227
309,0.2051063560864196
310,0.2120530142402439
311,0.20852296434360612
312,0.3717046563937393
313,0.06886558071050804
314,0.2967970866161045
315,0.27296037226558867
316,0.7037203020083327
317,0.9131361305646186
318,0.06651100355116088
319,0.14304150456373452
320,0.1785601186139741
321,0.8518323939354393
322,0.9676075170727129
323,0.21265666938213978
324,0.04515055682954867
325,0.03421535391892701
326,0.029988388621966844
327,0.063768609213749
328,0.1258072220940407
329,0.05987656348350171
330,0.2684332324719224
331,0.0462536748192722
332,0.3346417516541012
333,0.9707810569999399
334,0.2337005974520747
335,0.03769573523364723
336,0.018729470092153335
337,0.24681004730320694
338,0.3233634308516508
339,0.4259827397586182
340,0.18003147787865734
341,0.4655834915460222
342,0.136363416530205
343,0.30700070029362553
344,0.6325004874644891
345,0.22977835067608296
346,0.8006440297276101
347,0.20507812178558588
348,0.23224395931946737
349,0.7579114560056127
350,0.23106003445481943
351,0.2516695437407359
352,0.003724368242810674
353,0.09078235096994641
354,0.019162663090033068
355,0.39788426402087185
356,0.9486221514070469
357,0.2103283164260713
358,0.8852920153270677
359,0.38711791974030163
360,0.18578906265619685
361,0.1498265877634818
362,0.1990823132398433
363,0.28056270296557606
364,0.964716324441859
365,0.9095989327390592
366,0.0032907628182480618
367,0.09971867292004165
368,0.8426765841419666
369,0.4038323172653441
370,0.09813031684039795
371,0.3696916080866934
372,0.1478875970725466
373,0.10251969547874966
374,0.8486359363125273
375,0.009753993769252782
376,0.18541868993985544
377,0.029539156972257927
378,0.004636513397857743
379,0.3423252791631868
380,0.29867943116665013
381,0.887593323625288
382,0.28844881999059013
383,0.27632320801915744
384,0.18893902879615632
385,0.2579201971064895
386,0.23240301811546166
387,0.22051908928474523
388,0.07133683858316676
389,0.19832097267574675
390,0.9858758434026278
391,0.014378451160732771
392,0.02039013888477117
393,0.06705027651451903
394,0.8637043824215842
395,0.1528653845646531
396,0.45332489905517825
397,0.21024133587984875
398,0.08769621962947782
399,0.9503817759621203
400,0.5167916835862415
401,0.04338431513818787
402,0.14758662542930276
403,0.9858758434026278
404,0.028713143671904504
405,0.030252751911116104
406,0.2501985025974086
407,0.42551599485329467
408,0.2305124551423998
409,0.1408518436299685
410,0.3135157066689067
411,0.9707810569999399
412,0.1907945234656779
413,0.051925287002865764
414,0.019952213912695926
415,0.9252120379333737
416,0.23335249651644382
417,0.271452379931629
418,0.019952213912695926
419,0.03908214425247638
420,0.9858758434026278
421,0.8831988570607172
422,0.24800035393510747
423,0.12166098509806966
424,0.03247836102990703
425,0.007541672256074568
426,0.22965252030648
427,0.9535553158893473
428,0.13678305490231124
429,0.021368486692000557
430,0.18304031230875437
431,0.03582203951685156
432,0.23391365380722862
433,0.12228580570884001
434,0.9503817759621203
435,0.22275514512457945
436,0.33609077388564057
437,0.12500222283966203
438,0.4364656630175363
439,0.1569274396970895
440,0.7484214925796343
