,0
441,0.017197507239567335
442,0.45820493471205676
443,0.014771127528302817
444,0.040404036488966136
445,0.7184709317362684
446,0.023468656410744405
447,0.4322619342462372
448,0.08973617318256986
449,0.03153556251611957
450,0.530884435243017
451,0.9402175582045468
452,0.052759893098001796
453,0.20286388195044283
454,0.8949960049588912
455,0.2285041098831996
456,0.21961540160018156
457,0.34664098082814954
458,0.6760305534224796
459,0.0404483900239551
460,0.9424726620642745
461,0.21772852477198876
462,0.059758097128126096
463,0.21323238516901405
464,0.6261619460773968
465,0.9676075170727129
466,0.7673588857006229
467,0.07263515750104574
468,0.3692684133767415
469,0.877196292847245
470,0.8067858667257028
471,0.09485235458845523
472,0.13107850559461104
473,0.27661530954725094
474,0.14818140453627693
475,0.03769573523364723
476,0.27296037226558867
477,0.013180154223419227
478,0.2810634947476348
479,0.003724368242810674
480,0.9225256837941858
481,0.11486976960353049
482,0.8220710921483263
483,0.07971801982981327
484,0.05598758057422691
485,0.9337416225582589
486,0.2361858210415981
487,0.301296612822784
488,0.17858154225644596
489,0.14777080504216275
490,0.20952836158060645
491,0.00422792955299903
492,0.5105606213567877
493,0.19823473969904598
494,0.3824712413095679
495,0.035170413490301575
496,0.20528397468633863
497,0.12352882613050664
498,0.08361205517511355
499,0.08128499176073453
500,0.967889864369086
501,0.1105365579275093
502,0.885949569124835
503,0.08497514898668145
504,0.25261930575106084
505,0.1802678353597753
506,0.909897905867286
507,0.41165637852398895
508,0.6045882918560299
509,0.2200508722479749
510,0.12952412714929468
511,0.13209131558253323
512,0.9065550611184753
513,0.9676075170727129
514,0.2823523103457446
515,0.9156014969525315
516,0.16916931558519444
517,0.25677196000911406
518,0.3574723202748038
519,-0.003370533651357768
520,0.477308698102079
521,0.01398131989029167
522,0.03597993101321955
523,0.9256992237214128
524,-0.01176657028411627
525,0.6465550153001213
526,0.22742694030358906
527,0.08845856911621294
528,0.06451871958874299
529,0.016420232445279122
530,0.026384763352686438
531,0.5342905536467526
532,0.8814843217631357
533,0.02947899344652914
534,0.1647363350131643
535,0.0019770682009524255
536,0.7170234816846649
537,0.3121743462849221
538,0.9114979601806744
539,0.8922645829996131
540,0.026384763352686438
541,-0.012499253401803169
542,0.1254200688197986
543,0.02953782115909567
544,0.07436268815463139
545,0.09086381799726008
546,0.1572409326748175
547,0.17149436072227484
548,0.21924472056652758
549,0.8182584666215553
550,-0.006106843306296306
551,0.10354887939217843
552,0.028182642915521774
553,0.05280944884419094
554,0.02871509385366838
555,0.5842472606461819
556,0.05661436504645044
557,0.9707810569999399
558,0.04541249025574304
559,0.039664655158364245
560,0.22684585678026073
561,0.20276782880280717
562,0.22818594493732114
563,0.1426913307708364
564,0.8182584666215553
565,0.08297491125057246
566,0.5085554471906978
567,0.8922645829996131
568,0.9434803642632886
569,0.530455407201043
570,0.21929093865075136
571,0.0407178585467468
572,0.012909493870199042
573,0.6047672594752841
574,0.4227354072121961
575,0.06517628518567285
576,0.015054997885664504
577,0.5815867731233263
578,0.0547958388907427
579,0.017097297478302086
580,0.1407160945952277
581,0.5234410466276198
582,0.06728164305884661
583,0.00627504023505937
584,0.15732352795717788
585,0.06260432683261974
586,0.9156014969525315
587,0.2534589832185632
588,0.03894342399792601
589,0.24446760019548675
590,0.015461337513920599
591,0.20926307768732985
592,0.4782612372141099
593,-0.0022318119217044443
594,0.5859632053498846
595,0.32935974492088044
596,0.16436779310943933
597,0.02828681532678198
598,0.15916070715352054
599,0.2751045571302747
600,0.31734214704022
601,0.9431882224373307
602,0.22749698442231336
603,-0.02589695614105213
604,0.2974293170372657
605,0.8523622224058167
606,0.0983377856593444
607,0.2965140859595109
